date,etl_query_timestamp_utc,data_connector_source_name,data_connector_id,data_connector_username,data_connector_timestamp_utc,source,unified_campaign_name,unified_campaign_id,sub_campaign_id,sub_campaign_name,creative_name,creative_id,filtro_jbp,custom_impressions,custom_clicks,custom_installs,adn_cost,revenue_1d,revenue_7d,revenue_ltv,purchase_unique_1d,purchase_1d,purchase_unique_7d,purchase_7d,purchase_unique_ltv,purchase_ltv
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23853966881780572,23853966881900572,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_CPM_AND-1LLPLX-FB169,BNR_VAR_STA_REGULAR_DFCY_16_NET_BDAON-FA-REG-NA-1001,23853966881770572,JBP RACCOON,,,34,,"2565,8217","2790,7035","4355,8913",34,39,35,44,40,74
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P-CSD-AQS,23853140763730488,23853141179910488,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-KING-AND-2P-BRACL142,BNR_VAR_STA_BRASILEIRAO_DFCY_5_NET_BRFU-LT-FUT-ATO-1004,23854294908980488,JBP RACCOON,,,1,,"130,5004","170,7307","170,7307",1,2,2,3,2,3
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_SUNBREW_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-3P-CSD-AQS,23854105707560471,23854598063210471,SOC_FBI_3PT_NQNP_BNTNAT_OTHERR_OTHERR_CPM_AND-TAIL3LL-FB013,IMG_VAR_STA_IMGTA_DFCY_31_NET_COCSU-LN-ZRAL-NA-1001,23854598063200471,JBP RACCOON,,,1,,"35,4903","35,4903","35,4903",1,1,1,1,1,1
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853959064160572,23853959389510572,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CPM_AND-1PZECDP-FB031,BNR_VAR_STA_FAMILIA_DFCY_4_NET_BDAON-FA-FAM-NA-1002,23853967238910572,JBP RACCOON,,,7,,"5936,7074","8244,8758","16807,216",92,106,105,150,123,323
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23853728516230471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_NA-IOS-1PZEPLX-FB006,IMG_VAR_STA_CTAA_DFCY_2_NET_COZNA-LN-NA-NA-1001,23853765396680471,JBP RACCOON,,,,,"237,5706","522,8718","1157,5452",3,4,4,8,4,18
27/05/2023,01/07/2023 05:57:37,Facebook,7an7y322,gu.hervas@gmail.com,25/06/2023 21:50:49,Facebook,BRA_BRD_BUD_IMCBUDZERO_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P-CSD-AQS,23853983206410572,23853983925500572,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_IOS-2P-BUDCL130,BNR_VAR_STA_OCASIAO_DFCY_15_NET_BUZIM-FA-MECJ-NA-1002,23853983925560572,JBP RACCOON,8803,36,,"65,7407",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P-CSD-AQS,23853140763730488,23853960773550488,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-KING-IOS-2P-BRACL142,BNR_VAR_STA_ANIVERSARIO_DFCY_4_NET_BRCH-300-CHU-ATO-1002,23854295060200488,JBP RACCOON,,,,,"194,6604","259,9107","619,6114",1,1,2,2,3,6
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P-CSD-AQS,23853140763730488,23853960773550488,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-KING-IOS-2P-BRACL142,BNR_VAR_STA_BRASILEIRAO_DFCY_4_NET_BRFU-LT-FUT-ATO-1004,23854295060220488,JBP RACCOON,,,1,,"63,3404","63,3404","164,7112",1,1,1,1,1,3
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23853966881780572,23853966881930572,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_CPM_IOS-1LLPLX-FB169,BNR_VAR_STA_FAMILIA_DFCY_15_NET_BDAON-FA-FAM-NA-1002,23853967179510572,JBP RACCOON,,,8,,"361,2719","397,7421","720,3439",6,8,6,9,8,15
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1P-CSD-AQS,23853634197590488,23853634197470488,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CDPCA-EMAIL-AND-1PCDP-FB114,BNR_VAR_STA_ANIVERSARIO_DFCY_15_NET_BRCH-300-CHU-ATO-1002,23854270504130488,JBP RACCOON,,,47,,"6498,7567","8606,9943","14699,1107",84,104,91,141,109,249
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_SUNBREW_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-3P-CSD-AQS,23854105707560471,23854598068260471,SOC_FBI_3PT_NQNP_BNTNAT_OTHERR_OTHERR_CPM_AND-TAIL3LL-FB006,IMG_VAR_STA_IMGTB_DFCY_27_NET_COCSU-LN-ZRAL-NA-1002,23854598068250471,JBP RACCOON,,,1,,"35,3704","35,3704","35,3704",1,1,1,1,1,1
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23853728516090471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_NA-AND-1PZEPLX-FB006,IMG_VAR_STA_PA_DFCY_1_NET_CNAQU-LN-OCA-NA-1001,23853728806120471,JBP RACCOON,,,,,"1056,7253","2181,5909","4595,0296",17,20,24,37,31,77
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23853966881780572,23853966881880572,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_CPM_AND-1LL-BUDCL36,VID_VAR_10_REGULAR_DFCY_17_NET_BDAON-FA-REG-NA-1001,23853966881850572,JBP RACCOON,,,,,"93,8006","93,8006","163,2709",2,2,2,2,2,3
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_SUNBREW_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1P-CSD-AQS,23854105707540471,23854105708190471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_AND-1P-CORCL89,VID_VAR_10_VIDTA_DFCY_10_NET_COCSU-LN-ZRAL-NA-1001,23854107045860471,JBP RACCOON,2162,16,,"40,1004",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23854566795160471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_IOS-1PZECDP-FB036,VID_VAR_15_CTAB_DFCY_89_NET_COZNA-LN-NA-NA-1004,23854566795220471,JBP RACCOON,87,2,,"1,1801",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23853966881780572,23853967409060572,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_CPM_IOS-1LLPLX-FB173,BNR_VAR_STA_FAMILIA_DFCY_13_NET_BDAON-FA-FAM-NA-1002,23853967409100572,JBP RACCOON,,,5,,"745,8618","745,8618","891,4727",6,8,6,8,6,12
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23853966881780572,23853966881880572,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_CPM_AND-1LL-BUDCL36,BNR_VAR_STA_FAMILIA_DFCY_17_NET_BDAON-FA-FAM-NA-1002,23853967165880572,JBP RACCOON,,,20,,"1292,9459","1650,5172","3039,9021",18,22,20,30,26,56
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23854566795170471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_AND-1PZECDP-FB036,VID_VAR_15_CTAA_DFCY_87_NET_COZNA-LN-NA-NA-1001,23854566795300471,JBP RACCOON,4849,73,,"115,0004",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P-CSD-AQS,23853140763730488,23853960773550488,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-KING-IOS-2P-BRACL142,BNR_VAR_STA_ANIVERSARIO_DFCY_4_NET_BRCH-300-CHU-ATO-1002,23854295060200488,JBP RACCOON,,,12,,"1496,6249","1552,045","2404,4606",16,24,17,25,18,46
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23853728516230471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_NA-IOS-1PZEPLX-FB006,IMG_VAR_STA_PA_DFCY_2_NET_CNAQU-LN-OCA-NA-1001,23853729221840471,JBP RACCOON,1432,2,,"13,6307",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23854251224280471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_CDPCA-AND-1PZECDP-FB034,VID_VAR_15_CTAA_DFCY_73_NET_COZNA-LN-NA-NA-1001,23854251224370471,JBP RACCOON,2026,36,,"49,5709",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_SUNBREW_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1P-CSD-AQS,23854105707540471,23854105708120471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_IOS-1P-CORCL162,VID_VAR_10_VIDTA_DFCY_12_NET_COCSU-LN-ZRAL-NA-1001,23854107052250471,JBP RACCOON,1269,2,,"24,4806",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_IMCREGIONAL_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23854266965320471,23854266965620471,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CDPCA-AND-1PZEPLX-FB006,VID_VAR_8_ANIM_DFCY_7_NET_COIMC-LN-INT-PR-1002,23854267219920471,JBP RACCOON,12683,100,,"214,9104",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P-CSD-AQS,23853140763730488,23853960773550488,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-KING-IOS-2P-BRACL142,BNR_VAR_STA_ACABOU_DFCY_4_NET_BRCH-300-CHU-ATZ-1001,23854295060210488,JBP RACCOON,,,,,"117,3702","155,8505","400,4315",1,1,1,2,2,6
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_SUNBREW_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1P-CSD-AQS,23854105707540471,23854105708190471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_AND-1P-CORCL89,VID_VAR_10_VIDTB_DFCY_10_NET_COCSU-LN-ZRAL-NA-1002,23854107045840471,JBP RACCOON,,,,,"233,6312","233,6312","653,3822",4,5,4,5,4,9
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23854566795160471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_IOS-1PZECDP-FB036,IMG_VAR_STA_CTAB_DFCY_88_NET_COZNA-LN-NA-NA-1004,23854566795200471,JBP RACCOON,,,2,,"1383,8629","1542,2135","2958,7369",12,15,14,18,19,35
27/05/2023,01/07/2023 05:57:37,Facebook,7an7y322,gu.hervas@gmail.com,25/06/2023 21:50:49,Facebook,BRA_BRD_SPA_FUNCIONAL_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23855161369620158,23855164097910158,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_IOS-1LL-SPACL17,BNR_VAR_STA_MEDIEVAL_DFCY_7_NET_SPFUN-600-MA-NA-1001,23855164097890158,JBP RACCOON,1128,4,,"8,7603",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P-CSD-AQS,23853140763730488,23853141179910488,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-KING-AND-2P-BRACL142,BNR_VAR_STA_QUARTAPEDE_DFCY_5_NET_BRFU-LT-FUT-ATO-1003,23854294908970488,JBP RACCOON,,,1,,"192,041","227,4114","567,4045",4,5,4,6,5,15
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_IMCREGIONAL_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23854266965320471,23854266965550471,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CDPCA-IOS-1PZEPLX-FB006,IMG_VAR_STA_STA_DFCY_8_NET_COIMC-LN-INT-PR-1001,23854267226780471,JBP RACCOON,,,1,,,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23853728516230471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_NA-IOS-1PZEPLX-FB006,IMG_VAR_STA_PB_DFCY_2_NET_CNAQU-LN-OCA-NA-1002,23853729261560471,JBP RACCOON,856,4,,"8,1605",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_PTG_COLHEITA_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23854202585040410,23854202585030410,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CDPCA-IOS-1PZEPLX-FB006,BNR_VAR_STA_TESTEA_DFCY_20_NET_PATCO-LN-INT-NA-1001,23854202782790410,JBP RACCOON,,,,,"696,3922","845,0326","922,2829",9,11,9,13,9,14
27/05/2023,01/07/2023 05:57:37,Facebook,7an7y322,gu.hervas@gmail.com,25/06/2023 21:50:49,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1P-CSD-AQS,23853634197590488,23853634197480488,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CDPCA-EMAIL-IOS-1PCDP-FB114,BNR_VAR_STA_QUARTAPEDE_DFCY_16_NET_BRFU-LT-FUT-ATO-1003,23854269030660488,JBP RACCOON,8228,20,,"84,5908",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_SUNBREW_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-3P-CSD-AQS,23854105707560471,23854105709010471,SOC_FBI_3PT_NQNP_BNTNAT_OTHERR_OTHERR_CPM_AND-TAIL3LL-FB005,VID_VAR_10_VIDTA_DFCY_34_NET_COCSU-LN-ZRAL-NA-1001,23854107045780471,JBP RACCOON,739,11,,"9,2408",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Facebook,62hfmbga,lfelipedesantana@gmail.com,25/06/2023 21:42:11,Facebook,BRA_BRD_COR_NATURALS_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853728515880471,23853728516090471,SOC_FBI_1P_QNP_BNTNAT_ABIBD_ABIBD_CPM_NA-AND-1PZEPLX-FB006,VID_VAR_15_CTAB_DFCY_52_NET_COZNA-LN-NA-NA-1004,23854071047160471,JBP RACCOON,23596,329,,"507,6704",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Facebook,7an7y322,gu.hervas@gmail.com,25/06/2023 21:50:49,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1P-CSD-AQS,23853634197590488,23853634197480488,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CDPCA-EMAIL-IOS-1PCDP-FB114,BNR_VAR_STA_ACABOU_DFCY_16_NET_BRCH-300-CHU-ATZ-1001,23854269346960488,JBP RACCOON,5419,12,,"76,3608",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_NATURALS_NA_NON_ACQ_RAC_BFRACZE-FBI-3CO-2P-CSD-AQS,23854255361700471,23854255361690471,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-CSD-AMP2P-FB059,IMG_VAR_STA_CTAB_DFCY_76_NET_COZNA-LN-NA-NA-1004,23854255361740471,JBP RACCOON,,,3,,"341,4515","341,4515","341,4515",5,7,5,7,5,7
27/05/2023,01/07/2023 05:57:37,Facebook,7an7y322,gu.hervas@gmail.com,25/06/2023 21:50:49,Facebook,BRA_BRD_BUD_IMCBUDZERO_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P-CSD-AQS,23853983206410572,23853983925500572,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_IOS-2P-BUDCL130,VID_VAR_10_OCASIAO_DFCY_15_NET_BUZIM-FA-MECJ-NA-1002,23853983925480572,JBP RACCOON,805,1,,"7,2201",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_SPA_FUNCIONAL_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23855161369620158,23855317025600158,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_AND-1LLCDP-FB179,BNR_VAR_STA_LIQUIDO_DFCY_18_NET_SPFUN-600-LIQ-NA-1002,23855317063360158,JBP RACCOON,,,,,"149,8904","149,8904","182,1704",2,3,2,3,3,4
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_NATURALS_NA_NON_ACQ_RAC_BFRACZE-FBI-3CO-2P-CSD-AQS,23854255361700471,23854255361690471,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-CSD-AMP2P-FB059,IMG_VAR_STA_PB_DFCY_43_NET_CNAQU-LN-OCA-NA-1002,23854255361750471,JBP RACCOON,,,4,,"232,2003","232,2003","232,2003",3,3,3,3,3,3
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_IMCREGIONAL_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23854266965320471,23854266965550471,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CDPCA-IOS-1PZEPLX-FB006,VID_VAR_8_ANIM_DFCY_8_NET_COIMC-LN-INT-PR-1002,23854267226780471,JBP RACCOON,,,,,"134,1008","375,2112","864,1739",4,4,6,7,7,16
27/05/2023,01/07/2023 05:57:37,Facebook,7an7y322,gu.hervas@gmail.com,25/06/2023 21:50:49,Facebook,BRA_BRD_PTG_COLHEITA_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23854202585040410,23854202585200410,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CDPCA-AND-1PZE-PTGCL84,BNR_VAR_STA_TESTEB_DFCY_19_NET_PATCO-LT-INT-NA-1001,23854203038520410,JBP RACCOON,20524,86,,"283,2905",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853959064160572,23853959389510572,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CPM_AND-1PZECDP-FB031,BNR_VAR_STA_REGULAR_DFCY_4_NET_BDAON-FA-REG-NA-1001,23853959389500572,JBP RACCOON,,,,,"34,44","34,44","34,44",1,1,1,1,1,1
27/05/2023,01/07/2023 05:57:37,Facebook,7an7y322,gu.hervas@gmail.com,25/06/2023 21:50:49,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-3P-CSD-AQS,23854176442520572,23854176442640572,SOC_FBI_3PT_NQNP_BNTNAT_OTHERR_OTHERR_CPM_IOS-3P-BUDCL147,VID_VAR_10_REGULAR_DFCY_20_NET_BDAON-FA-REG-NA-1001,23854176442620572,JBP RACCOON,8,,,"0,0509",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_NATURALS_NA_NON_ACQ_RAC_BFRACZE-FBI-3CO-2P-CSD-AQS,23854255361700471,23854255361690471,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-CSD-AMP2P-FB059,VID_VAR_15_CTAA_DFCY_77_NET_COZNA-LN-NA-NA-1001,23854255798430471,JBP RACCOON,,,1,,"317,291","317,291","511,3027",5,5,5,5,5,11
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_NATURALS_NA_NON_ACQ_RAC_BFRACZE-FBI-3CO-2P-CSD-AQS,23854255361700471,23854255361690471,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-CSD-AMP2P-FB059,IMG_VAR_STA_CTAB_DFCY_76_NET_COZNA-LN-NA-NA-1004,23854255361740471,JBP RACCOON,,,1,,"220,1109","220,1109","220,1109",3,3,3,3,3,3
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_SPA_FUNCIONAL_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23855161369620158,23855161369870158,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_AND-1LL-SPACL17,BNR_VAR_STA_MEDIEVAL_DFCY_2_NET_SPFUN-600-MA-NA-1001,23855161458780158,JBP RACCOON,,,14,,"1673,1978","2108,9603","3986,7195",23,27,26,37,34,76
27/05/2023,01/07/2023 05:57:37,Facebook,7an7y322,gu.hervas@gmail.com,25/06/2023 21:50:49,Facebook,BRA_BRD_BRA_OCASIOES_NA_NON_ACQ_RAC_BFRACZE-FBI-3CO-2P-CSD-AQS,23854168529350488,23854168529370488,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_AMP2P-FB059,BNR_VAR_STA_FUTLINHA1_DFCY_102_NET_BRFU-FA-FA-INT-NA,23854169605560488,JBP RACCOON,560608,3823,,"3934,1606",,,,,,,,,
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_COR_NATURALS_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-3P-CSD-AQS,23854416826370471,23854600243770471,SOC_FBI_3PT_NQNP_BNTNAT_OTHERR_OTHERR_CPM_AND-TAIL3LL-FB018,IMG_VAR_STA_PB_DFCY_54_NET_CNAQU-LN-OCA-NA-1002,23854600243790471,JBP RACCOON,,,,,,"65,2502","132,2804",,,1,1,1,2
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_SKO_AONRGB_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-2P3P-CSD-AQS,23852862523180383,23852862523320383,SOC_FBI_2P_NQNP_BNTNAT_OTHERR_OTHERR_CPM_NA-IOS-PLX3P2P-FB063,IMG_VAR_STA_TESTEBCTAPADRAO_DFCY_1_NET_SKRGB-300-INT-NA-1002,23854349785540383,JBP RACCOON,,,12,,"1340,0243","1580,485","2164,0872",16,19,18,23,18,32
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_RMK_RAC_BFRACZE-FBI-CONV-1PZE-CSD-RET,23853959064160572,23853959478920572,SOC_FBI_1P_QNP_BNTNAT_RTG_RTG_CPM_CPM_IOS-1PZECDP-FB031,BNR_VAR_STA_FAMILIA_DFCY_6_NET_BDAON-FA-FAM-NA-1002,23853967231250572,JBP RACCOON,,,2,,"1773,7196","2054,6813","3676,5587",28,34,31,40,33,71
27/05/2023,01/07/2023 05:57:37,Singular Attribution,frjxqyxb,,,Facebook,BRA_BRD_BUD_AONBUDREGULAR_NA_NON_ACQ_RAC_BFRACZE-FBI-CONV-1LL-CSD-AQS,23853966881780572,23853966881880572,SOC_FBI_1LL_QNP_BNTNAT_ABIBD_ABIBD_CPM_CPM_AND-1LL-BUDCL36,VID_VAR_10_FAMILIA_DFCY_17_NET_BDAON-FA-FAM-NA-1002,23853967165870572,JBP RACCOON,,,1,,"83,4606","83,4606","211,6917",1,2,1,2,3,6
